'name' 	 'time' 	 'f0' 
0.005 	 --undefined-- 
0.010 	 --undefined-- 
0.015 	 --undefined-- 
0.020 	 --undefined-- 
0.025 	 --undefined-- 
0.030 	 --undefined-- 
0.035 	 --undefined-- 
0.040 	 --undefined-- 
0.045 	 --undefined-- 
0.050 	 --undefined-- 
0.055 	 --undefined-- 
0.060 	 --undefined-- 
0.065 	 --undefined-- 
0.070 	 --undefined-- 
0.075 	 --undefined-- 
0.080 	 --undefined-- 
0.085 	 223.1 
0.090 	 223.7 
0.095 	 224.5 
0.100 	 225.3 
0.105 	 226.1 
0.110 	 226.6 
0.115 	 227.0 
0.120 	 227.1 
0.125 	 227.0 
0.130 	 226.8 
0.135 	 226.3 
0.140 	 225.6 
0.145 	 224.8 
0.150 	 223.8 
0.155 	 222.7 
0.160 	 221.1 
0.165 	 217.4 
0.170 	 202.3 
0.175 	 197.1 
0.180 	 195.2 
0.185 	 193.8 
0.190 	 193.2 
0.195 	 192.9 
0.200 	 192.5 
0.205 	 193.2 
0.210 	 205.0 
0.215 	 210.2 
0.220 	 210.9 
0.225 	 210.6 
0.230 	 210.0 
0.235 	 209.3 
0.240 	 208.4 
0.245 	 207.3 
0.250 	 206.0 
0.255 	 204.8 
0.260 	 203.5 
0.265 	 202.5 
0.270 	 201.8 
0.275 	 201.5 
0.280 	 201.3 
0.285 	 201.2 
0.290 	 200.9 
0.295 	 200.5 
0.300 	 199.8 
0.305 	 198.9 
0.310 	 197.9 
0.315 	 196.8 
0.320 	 195.7 
0.325 	 194.4 
0.330 	 193.0 
0.335 	 191.6 
0.340 	 190.5 
0.345 	 189.6 
0.350 	 189.1 
0.355 	 188.6 
0.360 	 188.1 
0.365 	 187.5 
0.370 	 186.7 
0.375 	 185.9 
0.380 	 184.7 
0.385 	 183.4 
0.390 	 182.0 
0.395 	 180.8 
0.400 	 179.7 
0.405 	 178.8 
0.410 	 178.0 
0.415 	 177.4 
0.420 	 176.7 
0.425 	 176.0 
0.430 	 175.0 
0.435 	 173.9 
0.440 	 172.8 
0.445 	 171.6 
0.450 	 170.3 
0.455 	 169.2 
0.460 	 168.6 
0.465 	 168.3 
0.470 	 168.1 
0.475 	 167.6 
0.480 	 166.9 
0.485 	 166.6 
0.490 	 166.8 
0.495 	 167.2 
0.500 	 167.7 
0.505 	 --undefined-- 
0.510 	 --undefined-- 
0.515 	 --undefined-- 
0.520 	 --undefined-- 
0.525 	 --undefined-- 
0.530 	 --undefined-- 
0.535 	 --undefined-- 
0.540 	 --undefined-- 
0.545 	 --undefined-- 
0.550 	 --undefined-- 
0.555 	 --undefined-- 
0.560 	 --undefined-- 
0.565 	 --undefined-- 
0.570 	 --undefined-- 
0.575 	 --undefined-- 
0.580 	 --undefined-- 
0.585 	 --undefined-- 
0.590 	 --undefined-- 
0.595 	 --undefined-- 
0.600 	 --undefined-- 
0.605 	 --undefined-- 
0.610 	 --undefined-- 
0.615 	 --undefined-- 
0.620 	 --undefined-- 
0.625 	 --undefined-- 
0.630 	 --undefined-- 
0.635 	 --undefined-- 
0.640 	 --undefined-- 
0.645 	 --undefined-- 
0.650 	 --undefined-- 
